"Protocol ID","Secondary IDs","ClinicalTrials.gov ID","Brief Title","Overall Status","Study Type","Phase","Intervention Types","U.S. FDA Regulated Drug","U.S. FDA Regulated Device","U.S. FDA IND/IDE Information","Locations in US","Start Date","Primary Completion Date","Primary Completion Date Type","Study Completion Date","Study Completion Date Type","Delayed Results Type","Plan to Share IPD?","Available IPD/Information","Study Documents","Initial Release","Initial Results Release","Initial Delayed Results Release","Verification Date","Record Status","NIH Grants","Results Status","Unreported Primary Outcomes","Unreported Secondary Outcomes","Delayed Results Status","Last Update","Last Release","Record Owner","Last Updater","Responsible Party","Central Contacts","Study Officials","Sponsor","Collaborators","Public Site Status","Initial Public Release","Last Public Release","FDAAA Status","Problems","Update Expected","Corrections Expected","Results Expected","All Results Expected","Review Comments Status"
"527",,593,"Title 1251","Terminated","Interventional","N/A","Device",,,,,"12/24/2014","10/24/2017","Actual","10/24/2017","Actual",,,,,"11/10/2014","08/27/2018",,"12/24/2018","Public",,"Posted",,,,"12/09/2018","12/09/2018","ro_name_CEE
ro_name_CEE@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_AJB
cc_name_AJB@email.com
555.555.5555","so_name_FCB","University","American Heart Association","Public Site Status","11/10/2014","12/09/2018","pACT",,,,,,
"528",,615,"Title 1366","Completed","Interventional","Phase 1","Drug",,,,,"08/25/2015","04/27/2020","Actual","04/27/2020","Actual",,,,,"12/27/2014",,,"08/26/2022","Public",,,,,,"08/09/2022","08/09/2022","ro_name_DH
ro_name_DH@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_CJI
cc_name_CJI@email.com
555-555-5555","so_name_GC","University","Yale University","Public Site Status","12/30/2014","08/09/2022",,,,,,,
"529",,607,"Title 352","Withdrawn","Interventional","Phase 1/Phase 2","Drug",,,,,"12/24/2014","02/23/2015","Actual","02/23/2015","Actual",,,,,"12/14/2014",,,"02/23/2017","Public",,,,,,"02/13/2017","02/13/2017","ro_name_FB
ro_name_FB@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]",,"so_name_IG","University",,"Public Site Status","12/17/2014","02/13/2017",,,,,,,
"530",,619,"Title 701","Completed","Interventional","N/A","Other",,,,,"01/23/2015","07/25/2016","Actual","07/25/2016","Actual",,,,,"01/10/2015",,,"07/25/2016","Public",,,,,,"04/19/2018","04/21/2018","ro_name_DGG
ro_name_DGG@email.com","lu_name_BC
lu_name_BC@email.com","[Sponsor]","cc_name_HDI
cc_name_HDI@email.com
555-555-5555","so_name_FF","University","Cell Science Systems, Corp.","Public Site Status","01/10/2015","04/21/2018",,,,,,,
"531",,624,"Title 1184","Completed","Interventional","N/A","Behavioral; Drug",,,,,"07/26/2015","11/23/2016","Actual","02/23/2017","Actual",,,,,"01/11/2015","10/31/2017",,"09/23/2020","Public",,"Posted",,,,"10/03/2020","10/03/2020","ro_name_AJI
ro_name_AJI@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_BJC
cc_name_BJC@email.com
555-555-5555","so_name_AHB","University","Southern Connecticut State University
University of New Haven","Public Site Status","01/14/2015","10/03/2020","pACT",,,,,,
"532",218,609,"Title 24","Completed","Interventional","Phase 2","Drug",,,,,"06/25/2015","09/02/2018","Actual","09/02/2018","Actual",,,,,"12/16/2014","12/23/2019",,"01/23/2020","Public",,"Posted",,,,"01/28/2020","01/28/2020","ro_name_DCD
ro_name_DCD@email.com","lu_name_BBA
lu_name_BBA@email.com","rp_name_ABE","cc_name_GID
cc_name_GID@email.com
","so_name_ADJ","University","Alzheimer's Therapeutic Research Institute","Public Site Status","12/20/2014","01/28/2020","pACT",,,,,,
"533",,614,"Title 287","Completed","Interventional","N/A","Behavioral",,,,,"12/24/2014","02/23/2016","Actual","06/25/2017","Actual",,,,,"12/29/2014",,,"07/26/2017","Public",,,,,,"07/11/2017","07/11/2017","ro_name_DJE
ro_name_DJE@email.com","lu_name_ADE
lu_name_ADE@email.com","[Sponsor]","cc_name_GFG
cc_name_GFG@email.com
555-555-5555","so_name_GCA","University",,"Public Site Status","12/29/2014","07/11/2017",,,,,,,
"534",187,613,"Title 1199","Completed","Interventional","Phase 1","Behavioral",,,,,"10/24/2015","03/06/2021","Actual","03/06/2021","Actual",,,,,"12/27/2014",,,"04/25/2021","Public","NIDA",,,,,"04/13/2021","04/14/2021","ro_name_BED
ro_name_BED@email.com","lu_name_AAH
lu_name_AAH@email.com","[Sponsor]","cc_name_EBD
cc_name_EBD@email.com
555-555-5555 Ext: 5555","so_name_AJJ","University","National Institute on Drug Abuse (NIDA)","Public Site Status","12/28/2014","04/14/2021",,,,,,,
"535",,638,"Title 816","Terminated","Interventional","Phase 2","Drug",,,,,"06/04/2015","09/04/2021","Actual","09/04/2021","Actual",,,,,"03/14/2015","04/27/2022",,"07/26/2022","Public",,"Posted",,,,"07/18/2022","07/18/2022","ro_name_BGG
ro_name_BGG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_AFH
cc_name_AFH@email.com
555-555-5555","so_name_DGF","University","Novartis Pharmaceuticals","Public Site Status","03/14/2015","07/18/2022","pACT",,,,,,
"536",,646,"Title 1044","Completed","Interventional","N/A","Device",,,,,"02/23/2015","06/24/2016","Actual","08/25/2016","Actual",,,,,"01/12/2015","03/14/2017",,"07/26/2018","Public",,"Posted",,,,"07/18/2018","07/18/2018","ro_name_DJH
ro_name_DJH@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_GGC
cc_name_GGC@email.com
555-555-5555","so_name_GCI","University","SurgiQuest, Inc.","Public Site Status","04/11/2015","07/18/2018","pACT",,,,,,
"537",199,664,"Title 654","Not yet recruiting","Interventional","N/A","Procedure/Surgery","No FDA regulated drug","No FDA regulated device",,,"12/24/2022","07/26/2023","Anticipated","08/26/2023","Anticipated",,,,,"05/31/2015",,,"11/23/2022","Public","NHLBI",,,,,"11/16/2022","11/16/2022","ro_name_AB
ro_name_AB@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_BBE
cc_name_BBE@email.com
555-555-5555","so_name_AH","University","National Heart, Lung, and Blood Institute (NHLBI)","Public Site Status","06/27/2015","11/16/2022",,,"11/23/2023",,,,
"538",,611,"Title 1099","Completed","Observational","N/A",,,,,,"02/23/2015","12/24/2016","Actual","12/24/2016","Actual",,,,,"12/20/2014",,,"07/25/2020","Public",,,,,,"07/14/2020","07/14/2020","ro_name_HD
ro_name_HD@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_DAG
cc_name_DAG@email.com
","so_name_ACF","University",,"Public Site Status","12/23/2014","07/14/2020",,,,,,,
"539",,653,"Title 268","Withdrawn","Interventional","Phase 2","Drug",,,,,"07/26/2015","07/25/2016","Anticipated","02/23/2017","Actual",,,,,"05/06/2015",,,"06/25/2017","Public",,,,,,"06/19/2017","06/19/2017","ro_name_DGG
ro_name_DGG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_CDH
cc_name_CDH@email.com
555-555-5555","so_name_CEA","University",,"Public Site Status","05/06/2015","06/19/2017",,,,,,,
"540",,652,"Title 1202","Completed","Interventional","N/A","Dietary Supplement",,,,,"03/26/2015","06/24/2019","Actual","06/12/2020","Actual",,,,,"05/06/2015",,,"10/24/2021","Public",,,,,,"10/20/2021","10/20/2021","ro_name_AJF
ro_name_AJF@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_CIH
cc_name_CIH@email.com
(555) 555-5555","so_name_AGA","University",,"Public Site Status","05/06/2015","10/20/2021",,,,,,,
"541",,649,"Title 1142","Completed","Interventional","Phase 1","Drug",,,,,"04/25/2015","06/24/2016","Actual","06/24/2016","Actual",,,,,"04/18/2015",,,"02/23/2017","Public",,,,,,"02/27/2017","02/27/2017","ro_name_BH
ro_name_BH@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_HJH
cc_name_HJH@email.com
555-555-5555","so_name_DJ","University",,"Public Site Status","04/18/2015","02/27/2017",,,,,,,
"542",515,677,"Title 858","Completed","Interventional","N/A","Behavioral",,,,,"04/25/2015","03/26/2018","Actual","03/26/2018","Actual",,,,,"05/23/2015",,,"09/23/2020","Public","NCI",,,,,"09/07/2020","09/07/2020","ro_name_BHH
ro_name_BHH@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_AJ
cc_name_AJ@email.com
555-555-5555","so_name_HF","University","National Cancer Institute (NCI)","Public Site Status","09/27/2015","09/07/2020",,,,,,,
"543",,629,"Title 275","Completed","Interventional","N/A","Drug",,,,,"07/26/2015","01/23/2016","Actual","02/23/2016","Actual",,,,,"01/18/2015","04/24/2017",,"07/26/2018","Public",,"Posted",,,,"07/18/2018","07/18/2018","ro_name_DGG
ro_name_DGG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_FHD
cc_name_FHD@email.com
555-555-5555","so_name_FFH","University",,"Public Site Status","01/19/2015","07/18/2018","pACT",,,,,,
"544",,631,"Title 1274","Completed","Interventional","Phase 2","Drug",,,,,"01/23/2015","01/23/2016","Actual","01/23/2016","Actual",,,,,"01/21/2015","08/05/2017",,"09/23/2017","Public",,"Posted",,,,"10/04/2017","10/04/2017","ro_name_FB
ro_name_FB@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_CGE
cc_name_CGE@email.com
555-555-5555","so_name_IF","University",,"Public Site Status","01/21/2015","10/04/2017","pACT",,,,,,
"545",333,873,"Title 956","Completed","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"09/06/2015","05/16/2018","Actual","05/16/2018","Actual",,,,,"11/27/2017",,,"02/23/2022","Public","NIDA",,,,,"02/06/2022","02/06/2022","ro_name_AIG
ro_name_AIG@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_CDF
cc_name_CDF@email.com
555-5555","so_name_CDH","University","National Institute on Drug Abuse (NIDA)","Public Site Status","12/04/2017","02/06/2022",,,,,,,
"546",,731,"Title 633","Completed","Interventional","N/A","Other",,,,,"01/23/2015","05/15/2017","Actual","07/26/2017","Actual",,,,,"05/23/2016",,,"09/23/2017","Public",,,,,,"09/09/2017","09/09/2017","ro_name_DGG
ro_name_DGG@email.com","lu_name_EE
lu_name_EE@email.com","rp_name_BI","cc_name_BJE
cc_name_BJE@email.com
555.555.5555","so_name_AIC","University","Icahn School of Medicine at Mount Sinai","Public Site Status","05/29/2016","09/09/2017",,,,,,,
"547",229,639,"Title 588","Completed","Interventional","Phase 1","Behavioral; Device","No FDA regulated drug","No FDA regulated device",,,"08/16/2017","11/16/2019","Actual","11/16/2019","Actual",,,,,"03/15/2015","09/13/2020",,"11/23/2020","Public","NCI","Posted",,,,"11/11/2020","11/11/2020","ro_name_DGG
ro_name_DGG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_DCF
cc_name_DCF@email.com
555-555-5555","so_name_EEH","University","National Cancer Institute (NCI)","Public Site Status","03/15/2015","11/11/2020",,,,,,,
"548",,702,"Title 1100","Completed","Interventional","N/A","Other",,,,,"04/25/2015","12/24/2016","Actual","05/26/2017","Actual",,,,,"01/16/2016",,,"10/24/2016","Public",,,,,,"01/01/2018","01/01/2018","ro_name_DCC
ro_name_DCC@email.com","lu_name_BBJ
lu_name_BBJ@email.com","[Sponsor]","cc_name_HAD
cc_name_HAD@email.com
555-555-5555","so_name_GHJ","University",,"Public Site Status","01/16/2016","01/01/2018",,,,,,,
"549",191,1280,"Title 1000","Recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"07/07/2017","02/03/2023","Anticipated","02/03/2023","Anticipated",,,,,"12/27/2021",,,"08/26/2022","Public","NIDA",,,,,"08/29/2022","08/29/2022","ro_name_AEC
ro_name_AEC@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_GFH
cc_name_GFH@email.com
5555555555","so_name_BFH","University","Ukrainian Institute on Public Health Policy
AFEW Kyrgyzstan
AFI - Act For Involvement
National Institute on Drug Abuse (NIDA)","Public Site Status","12/27/2021","08/29/2022",,,"08/26/2023",,,,
"550",408,673,"Title 1230","Active, not recruiting","Observational",,"Other",,,,,"05/26/2015","05/25/2024","Anticipated","06/24/2024","Anticipated",,,,,"09/19/2015",,,"07/26/2022","Public","NIAID; NIH",,,,,"07/09/2022","07/09/2022","ro_name_CAI
ro_name_CAI@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_EHA
cc_name_EHA@email.com
555-555-5555","so_name_EEJ","University","National Institutes of Health (NIH)
Arthritis Foundation
National Institute of Allergy and Infectious Diseases (NIAID)","Public Site Status","09/19/2015","07/09/2022",,,"07/26/2023",,,,
"551",402,704,"Title 362","Completed","Interventional","Phase 1","Device",,,,,"11/23/2015","05/25/2016","Actual","05/25/2016","Actual",,,,,"04/29/2015",,,"09/23/2020","Public","NIDA",,,,,"09/07/2020","09/07/2020","ro_name_IE
ro_name_IE@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_AGF
cc_name_AGF@email.com
5555555555 Ext: 555","so_name_AEF","University","National Institute on Drug Abuse (NIDA)","Public Site Status","01/16/2016","09/07/2020",,,,,,,
"552",177,578,"Title 790","Completed","Interventional","Phase 2","Drug; Procedure/Surgery; Other",,,,,"11/23/2014","06/25/2019","Actual","06/25/2019","Actual",,,,,"09/21/2014","05/03/2020",,"06/24/2020","Public","NCI","Posted",,,,"06/20/2020","06/20/2020","ro_name_AFI
ro_name_AFI@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_EEI
cc_name_EEI@email.com
555-555-5555","so_name_FEJ","University","National Cancer Institute (NCI)","Public Site Status","09/23/2014","06/20/2020","pACT",,,,,,
"553",,650,"Title 685","Recruiting","Interventional","N/A","Other",,,,,"08/26/2015","12/04/2022","Anticipated","01/03/2023","Anticipated",,,,,"04/25/2015",,,"01/23/2022","Public",,,,,,"01/04/2022","01/04/2022","ro_name_BJE
ro_name_BJE@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_CEI
cc_name_CEI@email.com
555-555-5555","so_name_GAF","University",,"Public Site Status","04/25/2015","01/04/2022",,,"01/23/2023",,,,
"554",,648,"Title 1069","Completed","Interventional","Phase 1","Drug",,,,,"05/26/2015","09/02/2018","Actual","09/02/2018","Actual",,,,,"04/15/2015",,,"11/23/2019","Public",,,,,,"12/01/2019","12/01/2019","ro_name_DBH
ro_name_DBH@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_HJE
cc_name_HJE@email.com
555-555-5555","so_name_GGJ","University",,"Public Site Status","04/15/2015","12/01/2019",,,,,,,
"555",,751,"Title 919","Withdrawn","Interventional","Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"07/26/2018","07/26/2019","Anticipated","01/23/2020","Anticipated",,,,,"03/29/2016",,,"07/25/2020","Public",,,,,,"07/14/2020","07/14/2020","ro_name_CF
ro_name_CF@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_EE
cc_name_EE@email.com
(555) 555-5555","so_name_EC","University",,"Public Site Status","08/20/2016","07/14/2020",,,,,,,
"556",,698,"Title 817","Completed","Interventional","Phase 1/Phase 2","Drug",,,,,"05/25/2016","12/19/2021","Actual","02/05/2022","Actual",,,,,"01/04/2016",,,"08/26/2022","Public",,,,,,"08/27/2022","08/27/2022","ro_name_BGG
ro_name_BGG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_AFG
cc_name_AFG@email.com
(555) 555-5555","so_name_DGG","University",,"Public Site Status","01/04/2016","08/27/2022","pACT",,,,"12/19/2022","02/05/2023",
"557",,676,"Title 1068","Completed","Interventional","Early Phase 1","Other",,,,,"09/23/2015","12/26/2017","Actual","12/26/2017","Actual",,,,,"07/28/2015",,,"12/24/2020","Public",,,,,,"12/28/2020","12/28/2020","ro_name_DCG
ro_name_DCG@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_ECJ
cc_name_ECJ@email.com
555-555-5555","so_name_IB","University",,"Public Site Status","09/22/2015","12/28/2020",,,,,,,
"558",319,656,"Title 164","Withdrawn","Observational",,,,,,,"03/25/2016","03/25/2016","Actual","09/23/2016","Actual",,,,,"05/13/2015",,,"09/23/2020","Public","NIDDK",,,,,"09/07/2020","09/07/2020","ro_name_CCI
ro_name_CCI@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_FCF
cc_name_FCF@email.com
555-555-5555","so_name_EII","University","National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","Public Site Status","05/23/2015","09/07/2020",,,,,,,
"559",,693,"Title 791","Terminated","Interventional","N/A","Behavioral",,,,,"10/26/2015","11/28/2017","Actual","11/28/2017","Actual",,,,,"10/12/2015",,,"08/25/2020","Public",,,,,,"08/15/2020","08/24/2020","ro_name_DGG
ro_name_DGG@email.com","lu_name_AFB
lu_name_AFB@email.com","[Sponsor]","cc_name_FJG
cc_name_FJG@email.com
(555) 555-5555","so_name_EEH","University","Clifford Beers Clinic
City of New Haven- Health Department
New Paradigms Consulting
National Diaper Bank Network
The New Haven Diaper Bank
Third Sector Capital Partners","Public Site Status","12/01/2015","08/24/2020",,,,,,,
"560",,703,"Title 1196","Terminated","Interventional","N/A","Dietary Supplement",,,,,"05/26/2015","06/25/2018","Actual","06/25/2018","Actual",,,,,"07/12/2015",,,"07/26/2018","Public",,,,,,"07/18/2018","07/18/2018","ro_name_IE
ro_name_IE@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]",,"so_name_AEG","University",,"Public Site Status","01/16/2016","07/18/2018",,,,,,,
"561",138,657,"Title 568","Completed","Interventional","Phase 1","Drug",,,,,"05/26/2015","02/04/2019","Actual","02/04/2019","Actual",,,,,"05/30/2015",,,"08/26/2021","Public","NIDA",,,,,"08/29/2021","08/31/2021","ro_name_AFC
ro_name_AFC@email.com","lu_name_BH
lu_name_BH@email.com","rp_name_DE","cc_name_CGI
cc_name_CGI@email.com
555-555-5555","so_name_BID","University","National Institute on Drug Abuse (NIDA)","Public Site Status","05/30/2015","08/31/2021",,,,,,,
"562",,642,"Title 939","Completed","Interventional","N/A","Behavioral",,,,,"04/25/2015","07/25/2016","Actual","02/23/2017","Actual",,,,,"04/05/2015",,,"08/26/2017","Public",,,,,,"08/09/2017","08/09/2017","ro_name_DAB
ro_name_DAB@email.com","lu_name_BE
lu_name_BE@email.com","[Sponsor]","cc_name_GGI
cc_name_GGI@email.com
555-555-5555","so_name_GDF","University",,"Public Site Status","04/05/2015","08/09/2017",,,,,,,
"563",,662,"Title 1300","Completed","Interventional","N/A","Drug; Other",,,,,"06/25/2015","03/26/2017","Actual","03/26/2017","Actual",,,,,"06/16/2015","04/18/2018",,"05/26/2018","Public",,"Posted",,,,"05/27/2018","05/27/2018","ro_name_BJD
ro_name_BJD@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_CEG
cc_name_CEG@email.com
555-555-5555","so_name_AAF","University",,"Public Site Status","06/16/2015","05/27/2018","pACT",,,,,,
"564",,748,"Title 14","Completed","Interventional","N/A","Behavioral",,,,,"09/23/2016","10/05/2018","Actual","10/05/2018","Actual",,,,,"08/15/2016",,,"12/24/2018","Public",,,,,,"12/31/2018","01/01/2019","ro_name_CBF
ro_name_CBF@email.com","lu_name_CJ
lu_name_CJ@email.com","[Sponsor]","cc_name_FAD
cc_name_FAD@email.com
555-555-5555","so_name_HEB","University",,"Public Site Status","08/15/2016","01/01/2019",,,,,,,
"565",,1015,"Title 1263","Recruiting","Expanded Access","Early Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"12/05/2014","01/03/2023","Anticipated","01/03/2023","Anticipated",,,,,"12/04/2018",,,"10/24/2022","Public",,,,,,"11/01/2022","11/01/2022","ro_name_BAI
ro_name_BAI@email.com","lu_name_AAE
lu_name_AAE@email.com","rp_name_FG","cc_name_CIB
cc_name_CIB@email.com
(555) 555- 5555","so_name_CHG","University",,"Public Site Status","07/22/2019","11/01/2022",,,"10/24/2023",,,,
"566",,706,"Title 205","Completed","Interventional","N/A","Other",,,,,"10/24/2014","10/24/2016","Actual","11/23/2016","Actual",,,,,"01/11/2016",,,"02/23/2017","Public",,,,,,"02/26/2017","02/26/2017","ro_name_DEA
ro_name_DEA@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_EDI
cc_name_EDI@email.com
555-555-5555 Ext: 5555","so_name_HJF","University","VA Connecticut Healthcare System","Public Site Status","01/18/2016","02/26/2017",,,,,,,
"567",,661,"Title 402","Terminated","Interventional","N/A","Other",,,,,"06/25/2015","05/25/2016","Actual","05/25/2016","Actual",,,,,"06/16/2015",,,"10/24/2016","Public",,,,,,"10/19/2016","10/19/2016","ro_name_BIB
ro_name_BIB@email.com","lu_name_BE
lu_name_BE@email.com","[Sponsor]","cc_name_ECC
cc_name_ECC@email.com
555 555 5555","so_name_DII","University",,"Public Site Status","06/16/2015","10/19/2016",,,,,,,
"568",,689,"Title 160","Terminated","Observational",,"Other",,,,,"05/26/2015","07/26/2019","Actual","05/25/2020","Actual",,,,,"11/02/2015",,,"09/23/2020","Public",,,,,,"09/14/2020","09/14/2020","ro_name_DGG
ro_name_DGG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_FJF
cc_name_FJF@email.com
555-555-5555",,"University",,"Public Site Status","11/08/2015","09/14/2020",,,,,,,
"569",,682,"Title 472","Suspended","Interventional","Phase 1/Phase 2","Drug; Radiation",,,,,"10/05/2015","11/23/2022","Anticipated","11/23/2022","Anticipated",,,,,"10/03/2015",,,"04/25/2022","Public",,,,,,"04/10/2022","04/10/2022","ro_name_DJB
ro_name_DJB@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_DHH
cc_name_DHH@email.com
555-555-5555","so_name_CC","University",,"Public Site Status","10/03/2015","04/10/2022","pACT","Record Has 2 Errors","04/25/2023",,"11/23/2023","11/23/2023",
